'Elapsed time','ECG I','ECG I filtered'
'0:01.760',-0.02,-0.055
'0:01.762',-0.04,-0.06
'0:01.764',-0.035,-0.06
'0:01.766',-0.025,-0.065
'0:01.768',-0.015,-0.065
'0:01.770',-0.005,-0.07
'0:01.772',0.005,-0.07
'0:01.774',-0.005,-0.065
'0:01.776',-0.02,-0.065
'0:01.778',-0.025,-0.06
'0:01.780',-0.025,-0.06
'0:01.782',-0.025,-0.06
'0:01.784',-0.025,-0.055
'0:01.786',-0.025,-0.055
'0:01.788',-0.01,-0.06
'0:01.790',0.005,-0.06
'0:01.792',0.015,-0.06
'0:01.794',0.01,-0.06
'0:01.796',0.005,-0.06
'0:01.798',-0.02,-0.06
'0:01.800',-0.015,-0.065
'0:01.802',-0.015,-0.065
'0:01.804',-0.02,-0.065
'0:01.806',-0.025,-0.065
'0:01.808',-0.02,-0.065
'0:01.810',-0.02,-0.07
'0:01.812',0,-0.07
'0:01.814',0.015,-0.07
'0:01.816',-0.005,-0.075
'0:01.818',-0.01,-0.075
'0:01.820',-0.02,-0.08
'0:01.822',-0.03,-0.085
'0:01.824',-0.03,-0.09
'0:01.826',-0.015,-0.09
'0:01.828',0,-0.095
'0:01.830',0.01,-0.095
'0:01.832',0.015,-0.095
'0:01.834',0.015,-0.09
'0:01.836',-0.005,-0.085
'0:01.838',-0.01,-0.08
'0:01.840',-0.035,-0.075
'0:01.842',-0.025,-0.07
'0:01.844',-0.025,-0.065
'0:01.846',-0.02,-0.065
'0:01.848',0.005,-0.065
'0:01.850',0.015,-0.065
'0:01.852',0.02,-0.065
'0:01.854',0.025,-0.07
'0:01.856',0,-0.07
'0:01.858',-0.01,-0.07
'0:01.860',-0.025,-0.065
'0:01.862',-0.035,-0.065
'0:01.864',-0.02,-0.06
'0:01.866',-0.01,-0.06
'0:01.868',0.005,-0.055
'0:01.870',0.005,-0.055
'0:01.872',0.01,-0.06
'0:01.874',0.015,-0.06
'0:01.876',0,-0.065
'0:01.878',-0.005,-0.065
'0:01.880',-0.02,-0.07
'0:01.882',-0.025,-0.07
'0:01.884',-0.025,-0.075
'0:01.886',-0.015,-0.075
'0:01.888',0,-0.075
'0:01.890',0.005,-0.075
'0:01.892',0.015,-0.075
'0:01.894',0.02,-0.075
'0:01.896',0,-0.075
'0:01.898',-0.015,-0.075
'0:01.900',-0.02,-0.075
'0:01.902',-0.03,-0.08
'0:01.904',-0.025,-0.08
'0:01.906',-0.005,-0.08
'0:01.908',-0.005,-0.08
'0:01.910',0,-0.08
'0:01.912',0.01,-0.08
'0:01.914',0.015,-0.08
'0:01.916',0.005,-0.08
'0:01.918',-0.01,-0.08
'0:01.920',-0.015,-0.08
'0:01.922',-0.02,-0.08
'0:01.924',-0.015,-0.08
'0:01.926',-0.005,-0.085
'0:01.928',-0.005,-0.085
'0:01.930',-0.005,-0.085
'0:01.932',-0.01,-0.085
'0:01.934',-0.01,-0.09
'0:01.936',-0.01,-0.09
'0:01.938',-0.015,-0.095
'0:01.940',-0.025,-0.095
'0:01.942',-0.025,-0.1
'0:01.944',-0.02,-0.1
'0:01.946',-0.01,-0.1
'0:01.948',-0.01,-0.1
'0:01.950',-0.005,-0.1
'0:01.952',-0.005,-0.1
'0:01.954',-0.01,-0.1
'0:01.956',-0.025,-0.1
'0:01.958',-0.025,-0.1
'0:01.960',-0.025,-0.1
'0:01.962',-0.035,-0.105
'0:01.964',-0.03,-0.105
'0:01.966',-0.02,-0.11
'0:01.968',-0.01,-0.11
'0:01.970',-0.005,-0.11
'0:01.972',-0.01,-0.115
'0:01.974',-0.015,-0.115
'0:01.976',-0.025,-0.115
'0:01.978',-0.03,-0.115
'0:01.980',-0.035,-0.115
'0:01.982',-0.04,-0.115
'0:01.984',-0.025,-0.115
'0:01.986',-0.02,-0.115
'0:01.988',-0.015,-0.115
'0:01.990',-0.005,-0.11
'0:01.992',0,-0.11
'0:01.994',-0.01,-0.11
'0:01.996',-0.025,-0.105
'0:01.998',-0.03,-0.105
'0:02.000',-0.045,-0.105
'0:02.002',-0.045,-0.11
'0:02.004',-0.045,-0.11
'0:02.006',-0.035,-0.115
'0:02.008',-0.04,-0.12
'0:02.010',-0.025,-0.12
'0:02.012',-0.01,-0.125
'0:02.014',-0.025,-0.12
'0:02.016',-0.04,-0.12
'0:02.018',-0.04,-0.11
'0:02.020',-0.03,-0.105
'0:02.022',-0.035,-0.1
'0:02.024',-0.04,-0.095
'0:02.026',-0.025,-0.09
'0:02.028',-0.02,-0.095
'0:02.030',-0.015,-0.1
'0:02.032',-0.005,-0.105
'0:02.034',-0.01,-0.11
'0:02.036',-0.025,-0.115
'0:02.038',-0.04,-0.12
'0:02.040',-0.045,-0.12
'0:02.042',-0.04,-0.12
'0:02.044',-0.02,-0.12
'0:02.046',-0.015,-0.115
'0:02.048',-0.01,-0.115
'0:02.050',0,-0.115
'0:02.052',-0.005,-0.115
'0:02.054',-0.01,-0.11
'0:02.056',-0.01,-0.11
'0:02.058',-0.015,-0.105
'0:02.060',0,-0.095
'0:02.062',0.01,-0.085
'0:02.064',0.025,-0.07
'0:02.066',0.065,-0.055
'0:02.068',0.07,-0.04
'0:02.070',0.085,-0.025
'0:02.072',0.1,-0.01
'0:02.074',0.1,0
'0:02.076',0.09,0.005
'0:02.078',0.09,0.01
'0:02.080',0.095,0.015
'0:02.082',0.085,0.015
'0:02.084',0.1,0.015
'0:02.086',0.105,0.015
'0:02.088',0.11,0.02
'0:02.090',0.12,0.02
'0:02.092',0.125,0.025
'0:02.094',0.13,0.03
'0:02.096',0.145,0.04
'0:02.098',0.155,0.045
'0:02.100',0.145,0.05
'0:02.102',0.135,0.06
'0:02.104',0.15,0.065
'0:02.106',0.165,0.07
'0:02.108',0.18,0.075
'0:02.110',0.185,0.08
'0:02.112',0.175,0.08
'0:02.114',0.17,0.08
'0:02.116',0.165,0.085
'0:02.118',0.175,0.085
'0:02.120',0.17,0.085
'0:02.122',0.16,0.085
'0:02.124',0.17,0.08
'0:02.126',0.17,0.08
'0:02.128',0.17,0.08
'0:02.130',0.165,0.075
'0:02.132',0.16,0.075
'0:02.134',0.15,0.07
'0:02.136',0.135,0.065
'0:02.138',0.115,0.065
'0:02.140',0.115,0.06
'0:02.142',0.105,0.055
'0:02.144',0.11,0.055
'0:02.146',0.12,0.05
'0:02.148',0.125,0.045
'0:02.150',0.13,0.04
'0:02.152',0.14,0.04
'0:02.154',0.125,0.035
'0:02.156',0.125,0.03
'0:02.158',0.12,0.03
'0:02.160',0.11,0.03
'0:02.162',0.095,0.03
'0:02.164',0.095,0.03
'0:02.166',0.095,0.035
'0:02.168',0.105,0.035
'0:02.170',0.115,0.035
'0:02.172',0.12,0.035
'0:02.174',0.105,0.03
'0:02.176',0.095,0.025
'0:02.178',0.08,0.02
'0:02.180',0.075,0.015
'0:02.182',0.075,0.01
'0:02.184',0.09,0.005
'0:02.186',0.11,0
'0:02.188',0.115,-0.005
'0:02.190',0.12,-0.005
'0:02.192',0.125,-0.005
'0:02.194',0.095,-0.005
'0:02.196',0.08,-0.005
'0:02.198',0.07,0
'0:02.200',0.06,0
'0:02.202',0.085,0.005
'0:02.204',0.1,0.005
'0:02.206',0.1,0.01
'0:02.208',0.105,0.01
'0:02.210',0.115,0.005
'0:02.212',0.105,0.005
'0:02.214',0.095,0.005
'0:02.216',0.085,0
'0:02.218',0.075,0
'0:02.220',0.07,0
'0:02.222',0.08,0
'0:02.224',0.075,-0.005
'0:02.226',0.08,-0.005
'0:02.228',0.09,-0.005
'0:02.230',0.08,-0.01
'0:02.232',0.09,-0.02
'0:02.234',0.055,-0.025
'0:02.236',0.045,-0.035
'0:02.238',0.02,-0.04
'0:02.240',0.02,-0.045
'0:02.242',0.04,-0.04
'0:02.244',0.07,-0.025
'0:02.246',0.115,0
'0:02.248',0.175,0.04
'0:02.250',0.235,0.09
'0:02.252',0.28,0.155
'0:02.254',0.325,0.23
'0:02.256',0.385,0.31
'0:02.258',0.445,0.4
'0:02.260',0.555,0.49
'0:02.262',0.68,0.575
'0:02.264',0.82,0.65
'0:02.266',0.89,0.705
'0:02.268',0.86,0.735
'0:02.270',0.84,0.735
'0:02.272',0.775,0.705
'0:02.274',0.695,0.64
'0:02.276',0.595,0.55
'0:02.278',0.505,0.44
'0:02.280',0.395,0.32
'0:02.282',0.265,0.205
'0:02.284',0.155,0.1
'0:02.286',0.05,0.015
'0:02.288',0.01,-0.045
'0:02.290',0.035,-0.075
'0:02.292',0.04,-0.085
'0:02.294',0.04,-0.075
'0:02.296',0.055,-0.055
'0:02.298',0.06,-0.035
'0:02.300',0.075,-0.01
'0:02.302',0.095,0.005
'0:02.304',0.12,0.01
'0:02.306',0.13,0.015
'0:02.308',0.125,0.015
'0:02.310',0.13,0.015
'0:02.312',0.12,0.015
'0:02.314',0.105,0.02
'0:02.316',0.09,0.025
'0:02.318',0.085,0.03
'0:02.320',0.09,0.03
'0:02.322',0.105,0.035
'0:02.324',0.11,0.035
'0:02.326',0.11,0.03
'0:02.328',0.12,0.025
'0:02.330',0.13,0.02
'0:02.332',0.125,0.015
'0:02.334',0.11,0.01
'0:02.336',0.09,0.01
'0:02.338',0.075,0.015
'0:02.340',0.08,0.02
'0:02.342',0.095,0.025
'0:02.344',0.115,0.03
'0:02.346',0.115,0.03
'0:02.348',0.115,0.035
'0:02.350',0.14,0.03
'0:02.352',0.11,0.03
'0:02.354',0.1,0.025
'0:02.356',0.095,0.025
'0:02.358',0.085,0.025
'0:02.360',0.1,0.02
'0:02.362',0.12,0.02
'0:02.364',0.13,0.02
'0:02.366',0.135,0.02
'0:02.368',0.14,0.02
'0:02.370',0.145,0.02
'0:02.372',0.13,0.02
'0:02.374',0.115,0.02
'0:02.376',0.11,0.02
'0:02.378',0.105,0.02
'0:02.380',0.11,0.025
'0:02.382',0.13,0.025
'0:02.384',0.14,0.03
'0:02.386',0.15,0.035
'0:02.388',0.155,0.04
'0:02.390',0.165,0.04
'0:02.392',0.135,0.045
'0:02.394',0.115,0.045
'0:02.396',0.11,0.045
'0:02.398',0.115,0.045
'0:02.400',0.11,0.045
'0:02.402',0.13,0.04
'0:02.404',0.135,0.04
'0:02.406',0.14,0.04
'0:02.408',0.155,0.045
'0:02.410',0.165,0.045
'0:02.412',0.16,0.045
'0:02.414',0.15,0.05
'0:02.416',0.145,0.05
'0:02.418',0.145,0.05
'0:02.420',0.135,0.055
'0:02.422',0.14,0.055
'0:02.424',0.165,0.06
'0:02.426',0.17,0.065
'0:02.428',0.175,0.07
'0:02.430',0.17,0.075
'0:02.432',0.17,0.08
'0:02.434',0.165,0.085
'0:02.436',0.175,0.09
'0:02.438',0.16,0.09
'0:02.440',0.165,0.095
'0:02.442',0.18,0.095
'0:02.444',0.21,0.095
'0:02.446',0.215,0.1
'0:02.448',0.225,0.105
'0:02.450',0.225,0.11
'0:02.452',0.215,0.12
'0:02.454',0.21,0.13
'0:02.456',0.22,0.14
'0:02.458',0.2,0.15
'0:02.460',0.225,0.165
'0:02.462',0.25,0.17
'0:02.464',0.255,0.18
'0:02.466',0.26,0.185
'0:02.468',0.27,0.185
'0:02.470',0.27,0.19
'0:02.472',0.27,0.19
'0:02.474',0.265,0.19
'0:02.476',0.265,0.19
'0:02.478',0.25,0.19
'0:02.480',0.265,0.195
'0:02.482',0.265,0.2
'0:02.484',0.28,0.205
'0:02.486',0.295,0.205
'0:02.488',0.295,0.21
'0:02.490',0.29,0.215
'0:02.492',0.29,0.215
'0:02.494',0.285,0.215
'0:02.496',0.28,0.21
'0:02.498',0.26,0.205
'0:02.500',0.26,0.2
'0:02.502',0.255,0.195
'0:02.504',0.26,0.19
'0:02.506',0.26,0.185
'0:02.508',0.27,0.185
'0:02.510',0.26,0.18
'0:02.512',0.235,0.175
'0:02.514',0.22,0.17
'0:02.516',0.19,0.16
'0:02.518',0.17,0.15
'0:02.520',0.17,0.135
'0:02.522',0.15,0.12
'0:02.524',0.155,0.105
'0:02.526',0.16,0.09
'0:02.528',0.15,0.075
'0:02.530',0.13,0.065
'0:02.532',0.12,0.055
'0:02.534',0.095,0.05
'0:02.536',0.095,0.045
'0:02.538',0.075,0.045
'0:02.540',0.08,0.04
'0:02.542',0.075,0.03
'0:02.544',0.075,0.025
'0:02.546',0.065,0.015
'0:02.548',0.065,0.005
'0:02.550',0.035,-0.005
'0:02.552',0.03,-0.015
'0:02.554',0.02,-0.02
'0:02.556',0.015,-0.025
'0:02.558',-0.005,-0.03
'0:02.560',0,-0.03
'0:02.562',0.01,-0.035
'0:02.564',0.01,-0.035
'0:02.566',0.01,-0.04
'0:02.568',0.03,-0.05
'0:02.570',0.015,-0.055
'0:02.572',0.005,-0.06
'0:02.574',-0.01,-0.065
'0:02.576',-0.02,-0.065
'0:02.578',-0.03,-0.065
'0:02.580',-0.02,-0.065
'0:02.582',-0.015,-0.06
'0:02.584',-0.01,-0.06
'0:02.586',-0.005,-0.06
'0:02.588',0.01,-0.065
'0:02.590',-0.01,-0.07
'0:02.592',-0.005,-0.075
'0:02.594',-0.025,-0.08
'0:02.596',-0.055,-0.09
'0:02.598',-0.04,-0.09
'0:02.600',-0.035,-0.09
'0:02.602',-0.01,-0.09
'0:02.604',0,-0.085
'0:02.606',0.005,-0.08
'0:02.608',0.005,-0.075
'0:02.610',-0.005,-0.075
'0:02.612',-0.03,-0.075
'0:02.614',-0.035,-0.08
'0:02.616',-0.04,-0.085
'0:02.618',-0.03,-0.09
'0:02.620',-0.035,-0.095
'0:02.622',-0.03,-0.1
'0:02.624',-0.02,-0.1
'0:02.626',-0.015,-0.1
'0:02.628',-0.01,-0.1
'0:02.630',-0.025,-0.09
'0:02.632',-0.035,-0.085
'0:02.634',-0.055,-0.075
'0:02.636',-0.055,-0.07
'0:02.638',-0.05,-0.065
'0:02.640',-0.04,-0.06
'0:02.642',-0.025,-0.065
'0:02.644',-0.015,-0.065
'0:02.646',-0.02,-0.07
'0:02.648',-0.01,-0.075
'0:02.650',-0.025,-0.08
'0:02.652',-0.03,-0.085
'0:02.654',-0.035,-0.085
'0:02.656',-0.05,-0.09
'0:02.658',-0.055,-0.09
'0:02.660',-0.04,-0.09
'0:02.662',-0.04,-0.085
'0:02.664',-0.02,-0.085
'0:02.666',-0.015,-0.08
'0:02.668',-0.02,-0.08
'0:02.670',-0.03,-0.075
'0:02.672',-0.045,-0.075
'0:02.674',-0.05,-0.07
'0:02.676',-0.055,-0.07
'0:02.678',-0.055,-0.07
'0:02.680',-0.05,-0.07
'0:02.682',-0.02,-0.075
'0:02.684',-0.025,-0.075
'0:02.686',-0.025,-0.08
'0:02.688',-0.015,-0.085
'0:02.690',-0.035,-0.085
'0:02.692',-0.04,-0.085
'0:02.694',-0.04,-0.085
'0:02.696',-0.04,-0.085
'0:02.698',-0.04,-0.08
'0:02.700',-0.025,-0.08
'0:02.702',-0.035,-0.075
'0:02.704',-0.03,-0.075
'0:02.706',-0.025,-0.075
'0:02.708',-0.03,-0.075
'0:02.710',-0.045,-0.075
'0:02.712',-0.06,-0.08
'0:02.714',-0.06,-0.08
'0:02.716',-0.065,-0.08
'0:02.718',-0.06,-0.08
'0:02.720',-0.04,-0.08
'0:02.722',-0.03,-0.08
'0:02.724',-0.035,-0.08
'0:02.726',-0.03,-0.08
'0:02.728',-0.025,-0.085
'0:02.730',-0.045,-0.09
'0:02.732',-0.045,-0.09
'0:02.734',-0.065,-0.095
'0:02.736',-0.07,-0.095
'0:02.738',-0.065,-0.1
'0:02.740',-0.055,-0.1
'0:02.742',-0.05,-0.1
'0:02.744',-0.035,-0.095
'0:02.746',-0.03,-0.095
'0:02.748',-0.03,-0.095
'0:02.750',-0.045,-0.09
'0:02.752',-0.06,-0.09
'0:02.754',-0.065,-0.09
'0:02.756',-0.075,-0.09
'0:02.758',-0.07,-0.09
'0:02.760',-0.05,-0.095
'0:02.762',-0.05,-0.095
'0:02.764',-0.04,-0.095
'0:02.766',-0.03,-0.09
'0:02.768',-0.04,-0.09
'0:02.770',-0.045,-0.085
'0:02.772',-0.06,-0.08
'0:02.774',-0.06,-0.075
'0:02.776',-0.065,-0.07
'0:02.778',-0.075,-0.07
'0:02.780',-0.07,-0.065
'0:02.782',-0.06,-0.065
'0:02.784',-0.055,-0.065
'0:02.786',-0.045,-0.07
'0:02.788',-0.05,-0.075
'0:02.790',-0.055,-0.08
'0:02.792',-0.065,-0.09
'0:02.794',-0.065,-0.095
'0:02.796',-0.08,-0.095
'0:02.798',-0.065,-0.1
'0:02.800',-0.055,-0.095
'0:02.802',-0.04,-0.095
'0:02.804',-0.04,-0.09
'0:02.806',-0.03,-0.08
'0:02.808',-0.035,-0.08
'0:02.810',-0.05,-0.075
'0:02.812',-0.075,-0.075
'0:02.814',-0.075,-0.075
'0:02.816',-0.095,-0.08
'0:02.818',-0.09,-0.085
'0:02.820',-0.065,-0.085
'0:02.822',-0.055,-0.09
'0:02.824',-0.045,-0.095
'0:02.826',-0.045,-0.095
'0:02.828',-0.055,-0.095
'0:02.830',-0.07,-0.095
'0:02.832',-0.08,-0.095
'0:02.834',-0.075,-0.095
'0:02.836',-0.075,-0.095
'0:02.838',-0.065,-0.095
'0:02.840',-0.06,-0.1
'0:02.842',-0.055,-0.1
'0:02.844',-0.045,-0.1
'0:02.846',-0.04,-0.1
'0:02.848',-0.04,-0.1
'0:02.850',-0.055,-0.1
'0:02.852',-0.075,-0.1
'0:02.854',-0.075,-0.1
'0:02.856',-0.08,-0.1
'0:02.858',-0.065,-0.095
'0:02.860',-0.06,-0.095
'0:02.862',-0.055,-0.095
'0:02.864',-0.06,-0.09
'0:02.866',-0.045,-0.085
'0:02.868',-0.065,-0.085
'0:02.870',-0.075,-0.08
'0:02.872',-0.085,-0.075
'0:02.874',-0.09,-0.075
'0:02.876',-0.09,-0.07
'0:02.878',-0.075,-0.07
'0:02.880',-0.055,-0.075
'0:02.882',-0.03,-0.075
'0:02.884',-0.025,-0.08
'0:02.886',-0.045,-0.085
'0:02.888',-0.065,-0.09
'0:02.890',-0.075,-0.09
'0:02.892',-0.085,-0.09
'0:02.894',-0.09,-0.09
'0:02.896',-0.1,-0.09
'0:02.898',-0.085,-0.085
'0:02.900',-0.07,-0.085
'0:02.902',-0.06,-0.08
'0:02.904',-0.045,-0.08
'0:02.906',-0.04,-0.08
'0:02.908',-0.06,-0.08
'0:02.910',-0.07,-0.08
'0:02.912',-0.075,-0.08
'0:02.914',-0.085,-0.085
'0:02.916',-0.085,-0.085
'0:02.918',-0.07,-0.085
'0:02.920',-0.06,-0.08
'0:02.922',-0.06,-0.08
'0:02.924',-0.055,-0.08
'0:02.926',-0.05,-0.075
'0:02.928',-0.065,-0.075
'0:02.930',-0.075,-0.07
'0:02.932',-0.075,-0.07
'0:02.934',-0.08,-0.065
'0:02.936',-0.07,-0.065
'0:02.938',-0.06,-0.065
'0:02.940',-0.055,-0.065
'0:02.942',-0.055,-0.065
'0:02.944',-0.045,-0.065
'0:02.946',-0.04,-0.07
'0:02.948',-0.065,-0.075
'0:02.950',-0.08,-0.08
'0:02.952',-0.09,-0.08
'0:02.954',-0.07,-0.085
'0:02.956',-0.08,-0.085
'0:02.958',-0.07,-0.085
'0:02.960',-0.05,-0.08
'0:02.962',-0.045,-0.075
'0:02.964',-0.05,-0.075
'0:02.966',-0.045,-0.07
'0:02.968',-0.055,-0.07
'0:02.970',-0.07,-0.07
'0:02.972',-0.075,-0.07
'0:02.974',-0.07,-0.07
'0:02.976',-0.065,-0.07
'0:02.978',-0.06,-0.07
'0:02.980',-0.055,-0.065
'0:02.982',-0.055,-0.065
'0:02.984',-0.04,-0.06
'0:02.986',-0.045,-0.06
'0:02.988',-0.06,-0.055
'0:02.990',-0.055,-0.055
'0:02.992',-0.05,-0.055
'0:02.994',-0.065,-0.055
'0:02.996',-0.055,-0.055
'0:02.998',-0.04,-0.055
'0:03.000',-0.035,-0.055
'0:03.002',-0.015,-0.055
'0:03.004',-0.02,-0.055
'0:03.006',-0.03,-0.05
'0:03.008',-0.035,-0.05
'0:03.010',-0.05,-0.045
'0:03.012',-0.05,-0.045
'0:03.014',-0.05,-0.04
'0:03.016',-0.05,-0.04
'0:03.018',-0.04,-0.035
'0:03.020',-0.02,-0.03
'0:03.022',0.005,-0.025
'0:03.024',0.01,-0.02
'0:03.026',0.015,-0.02
'0:03.028',0,-0.015
'0:03.030',0,-0.01
'0:03.032',-0.015,-0.005
'0:03.034',-0.02,-0.005
'0:03.036',-0.02,-0.005
'0:03.038',-0.02,-0.005
'0:03.040',-0.005,-0.005
'0:03.042',0.01,-0.005
'0:03.044',0.045,-0.01
'0:03.046',0.025,-0.01
'0:03.048',0.005,-0.01
'0:03.050',0,-0.01
'0:03.052',-0.025,-0.01
'0:03.054',-0.045,-0.01
'0:03.056',-0.04,-0.01
'0:03.058',-0.025,-0.01
'0:03.060',-0.025,-0.015
'0:03.062',-0.03,-0.015
'0:03.064',-0.03,-0.02
'0:03.066',-0.05,-0.025
'0:03.068',-0.06,-0.03
'0:03.070',-0.075,-0.04
'0:03.072',-0.085,-0.045
'0:03.074',-0.09,-0.055
'0:03.076',-0.09,-0.06
'0:03.078',-0.07,-0.07
'0:03.080',-0.07,-0.075
'0:03.082',-0.055,-0.075
'0:03.084',-0.045,-0.08
'0:03.086',-0.055,-0.08
'0:03.088',-0.07,-0.075
'0:03.090',-0.08,-0.07
'0:03.092',-0.08,-0.07
'0:03.094',-0.09,-0.065
'0:03.096',-0.09,-0.06
'0:03.098',-0.08,-0.06
'0:03.100',-0.06,-0.055
'0:03.102',-0.06,-0.055
'0:03.104',-0.06,-0.06
'0:03.106',-0.08,-0.06
'0:03.108',-0.08,-0.065
'0:03.110',-0.085,-0.065
'0:03.112',-0.105,-0.07
'0:03.114',-0.11,-0.075
'0:03.116',-0.1,-0.075
'0:03.118',-0.08,-0.08
'0:03.120',-0.075,-0.085
'0:03.122',-0.065,-0.085
'0:03.124',-0.055,-0.085
'0:03.126',-0.07,-0.085
'0:03.128',-0.085,-0.085
'0:03.130',-0.1,-0.085
'0:03.132',-0.11,-0.085
'0:03.134',-0.105,-0.085
'0:03.136',-0.09,-0.085
'0:03.138',-0.085,-0.085
'0:03.140',-0.08,-0.085
'0:03.142',-0.075,-0.085
'0:03.144',-0.05,-0.08
'0:03.146',-0.08,-0.08
'0:03.148',-0.085,-0.075
'0:03.150',-0.09,-0.075
'0:03.152',-0.11,-0.07
'0:03.154',-0.12,-0.07
'0:03.156',-0.105,-0.07
'0:03.158',-0.095,-0.075
'0:03.160',-0.1,-0.08
'0:03.162',-0.1,-0.085
'0:03.164',-0.105,-0.09
'0:03.166',-0.125,-0.095
'0:03.168',-0.13,-0.095
'0:03.170',-0.125,-0.09
'0:03.172',-0.125,-0.08
'0:03.174',-0.09,-0.06
'0:03.176',-0.02,-0.03
'0:03.178',0.045,0.015
'0:03.180',0.095,0.07
'0:03.182',0.155,0.135
'0:03.184',0.235,0.215
'0:03.186',0.275,0.305
'0:03.188',0.36,0.395
'0:03.190',0.46,0.485
'0:03.192',0.59,0.56
'0:03.194',0.67,0.625
'0:03.196',0.675,0.665
'0:03.198',0.675,0.67
'0:03.200',0.62,0.65
'0:03.202',0.575,0.59
'0:03.204',0.465,0.505
'0:03.206',0.38,0.4
'0:03.208',0.27,0.28
'0:03.210',0.135,0.165
'0:03.212',-0.01,0.055
'0:03.214',-0.13,-0.035
'0:03.216',-0.18,-0.1
'0:03.218',-0.185,-0.135
'0:03.220',-0.15,-0.15
'0:03.222',-0.135,-0.15
'0:03.224',-0.11,-0.135
'0:03.226',-0.085,-0.11
'0:03.228',-0.07,-0.09
'0:03.230',-0.07,-0.075
'0:03.232',-0.075,-0.06
'0:03.234',-0.06,-0.05
'0:03.236',-0.05,-0.045
'0:03.238',-0.05,-0.045
'0:03.240',-0.035,-0.04
'0:03.242',-0.03,-0.035
'0:03.244',-0.035,-0.03
'0:03.246',-0.05,-0.025
'0:03.248',-0.06,-0.02
'0:03.250',-0.06,-0.015
'0:03.252',-0.06,-0.015
'0:03.254',-0.065,-0.015
'0:03.256',-0.05,-0.02
'0:03.258',-0.04,-0.02
'0:03.260',-0.03,-0.025
'0:03.262',-0.04,-0.025
'0:03.264',-0.03,-0.025
'0:03.266',-0.045,-0.025
'0:03.268',-0.065,-0.025
'0:03.270',-0.06,-0.025
'0:03.272',-0.065,-0.02
'0:03.274',-0.04,-0.025
'0:03.276',-0.04,-0.025
'0:03.278',-0.02,-0.025
'0:03.280',-0.01,-0.025
'0:03.282',-0.015,-0.02
'0:03.284',-0.015,-0.02
'0:03.286',-0.03,-0.015
'0:03.288',-0.045,-0.015
'0:03.290',-0.04,-0.01
'0:03.292',-0.055,-0.01
'0:03.294',-0.045,-0.005
'0:03.296',-0.03,-0.005
'0:03.298',-0.01,-0.005
'0:03.300',0.005,-0.005
'0:03.302',0.01,-0.01
'0:03.304',0,-0.01
'0:03.306',-0.025,-0.01
'0:03.308',-0.03,-0.005
'0:03.310',-0.035,-0.01
'0:03.312',-0.065,-0.01
'0:03.314',-0.04,-0.01
'0:03.316',-0.015,-0.01
'0:03.318',-0.015,-0.01
'0:03.320',-0.005,-0.01
'0:03.322',0.015,-0.01
'0:03.324',0.01,-0.01
'0:03.326',0.005,-0.005
'0:03.328',-0.005,0
'0:03.330',-0.01,0.005
'0:03.332',-0.015,0.01
'0:03.334',0,0.015
'0:03.336',-0.005,0.015
'0:03.338',0,0.02
'0:03.340',0.01,0.02
'0:03.342',0.025,0.025
'0:03.344',0.03,0.025
'0:03.346',0.015,0.03
'0:03.348',0.015,0.035
'0:03.350',0,0.04
'0:03.352',0.01,0.05
'0:03.354',0.01,0.055
'0:03.356',0.03,0.06
'0:03.358',0.045,0.06
'0:03.360',0.055,0.065
'0:03.362',0.065,0.065
'0:03.364',0.07,0.065
'0:03.366',0.065,0.065
'0:03.368',0.06,0.065
'0:03.370',0.05,0.07
'0:03.372',0.065,0.075
'0:03.374',0.07,0.085
'0:03.376',0.1,0.09
'0:03.378',0.11,0.095
'0:03.380',0.115,0.105
'0:03.382',0.13,0.11
'0:03.384',0.13,0.115
'0:03.386',0.12,0.12
'0:03.388',0.115,0.125
'0:03.390',0.115,0.13
'0:03.392',0.125,0.135
'0:03.394',0.14,0.145
'0:03.396',0.155,0.15
'0:03.398',0.17,0.16
'0:03.400',0.165,0.165
'0:03.402',0.175,0.175
'0:03.404',0.165,0.18
'0:03.406',0.17,0.185
'0:03.408',0.185,0.185
'0:03.410',0.18,0.19
'0:03.412',0.175,0.195
'0:03.414',0.195,0.195
'0:03.416',0.2,0.2
'0:03.418',0.21,0.205
'0:03.420',0.195,0.21
'0:03.422',0.215,0.21
'0:03.424',0.195,0.215
'0:03.426',0.195,0.22
'0:03.428',0.19,0.225
'0:03.430',0.17,0.225
'0:03.432',0.165,0.225
'0:03.434',0.17,0.22
'0:03.436',0.185,0.215
'0:03.438',0.17,0.205
'0:03.440',0.175,0.195
'0:03.442',0.17,0.18
'0:03.444',0.175,0.17
'0:03.446',0.13,0.155
'0:03.448',0.125,0.145
'0:03.450',0.12,0.14
'0:03.452',0.105,0.135
'0:03.454',0.105,0.135
'0:03.456',0.11,0.135
'0:03.458',0.105,0.135
'0:03.460',0.1,0.13
'0:03.462',0.09,0.125
'0:03.464',0.075,0.115
'0:03.466',0.065,0.1
'0:03.468',0.045,0.08
'0:03.470',0.025,0.065
'0:03.472',0.005,0.045
'0:03.474',0.005,0.03
'0:03.476',-0.005,0.02
'0:03.478',0.005,0.015
'0:03.480',0.005,0.015
'0:03.482',0,0.015
'0:03.484',-0.015,0.015
'0:03.486',-0.025,0.015
'0:03.488',-0.03,0.015
'0:03.490',-0.045,0.01
'0:03.492',-0.05,0
